,name,description,id
4781,Dooney & Bourke Houston Texans Doodle Wren Zip Tote,This Dooney & Bourke Nfl Doodle Wren Zip tote lets you manage all your everyday necessities while looking fabulous and representing your favorite team.,60
4782,Falabella tote,"As always, Stella McCartney fashions contemporary offerings for the modern woman without eschewing the ethical ambitions that the brand was built on. Crafted in Italy from artificial leather, this large Falabella tote from Stella McCartney features top handles, a silver-tone chain trim, a silver-tone chain shoulder strap, an engraved logo charm, a top snap closure, an internal zipped pocket, an embossed internal logo stamp, a logo printed lining and a metallic sheen. POSITIVELY CONSCIOUS: We鈥檝e joined forces with ethical agency Good On You to give you the power to choose positively. This piece is from a brand that scores well on their key criteria.",60
4783,Sole Society March Faux Leather Tote - Black,"Carry all your essentials and then some in this spacious faux-leather tote fashioned with sleek, modern lines. Style Name: Sole Society March Faux Leather Tote. Style Number: 5741136. Available in stores.",60
4784,Lucia tote,"Dolce & Gabbana鈥檚 luxurious accessories are exquisitely crafted in Italy using the finest artisan techniques. Roomy and functional, this chic blue leather Lucia tote from Dolce & Gabbana is a stylish staple. Featuring a foldover top with a flip-lock closure, an interior zipped compartment, an internal zipped pocket and a handy internal compact mirror, this Lucia tote with its top handle can be carried in the hand or with its practical, detachable and adjustable longer strap, can be carried over the shoulder.",60
4785,Gucci Gg Marmont 2.0 Matelasse Medium Leather East/west Tote Bag - Red,Exquisite matelasse stitching accentuates the streamlined silhouette of a trim tote bag branded with antiqued double-G hardware inspired by an archival design. Style Name: Gucci Gg Marmont 2.0 Matelasse Medium Leather East/west Tote Bag. Style Number: 5634027. Available in stores.,60
4786,Dolce & gabbana Maiolica Print Canvas Tote - Blue,"Inspired by traditional Italian Maiolica ceramics, the saturated color palette and intricate tile motif of this spacious canvas carryall evoke the rich culture and history of the Mediterranean. Lambskin leather trim keeps the look sophisticated, while rolled top handles and detachable over-the-shoulder chain straps offer convenient carrying options. Style Name: Dolce & gabbana Maiolica Print Canvas Tote. Style Number: 5597110. Available in stores.",60
4787,large tote,Brown leather large tote from Zanellato.,60
4788,Ted Baker London Camieli Bow Tote - Brown,Faceted bow-shaped hardware and impeccable pickstitching bring signature polish to a refined pebbled-leather shoulder bag featuring a well-organized interior. Style Name: Ted Baker London Camieli Bow Tote. Style Number: 5740900. Available in stores.,60
4789,medium Pandora tote,"The iconic Pandora tote is at once modern, smart and functional, but of course is never without an element of sigtanture Givenchy edge. This season, the must-have style is reimagined in a versatile shade of blue in soft lamb skin. It comes with both a detachable shoulder strap for over-the-shoulder ease and a round top handle so you can wear how you wish. Perfect for housing your everyday essentials or even a weekend away, this medium-sized version features a front zip pocket, a front logo plaque and a top zip fastening.",60
4790,textured tote bag,"A day-to-night transition bag set to stand the test of time, this Salvatore Ferragamo design with tote styling is crafted from pure leather for a luxurious look around the clock. Featuring a chain strap, metallic embellishments, a top zip fastening, a main internal compartment and textured detailing, this Salvatore Ferragamo design is on its way to 'It-bag' status.",60
4791,Saint Laurent Toy Shopping Leather Tote -,"Supple lambskin leather highlighted with a gilded logo defines a compact tote featuring a just-right interior for managing everyday items, as well as an optional shoulder strap. Style Name: Saint Laurent Toy Shopping Leather Tote. Style Number: 5500465. Available in stores.",60
4792,Stella Mccartney Clear Logo Tote - White,Bold logo lettering brings standout branding to a translucent tote cast in a lightly structured silhouette with faux-leather shoulder straps. Style Name: Stella Mccartney Clear Logo Tote. Style Number: 5750692. Available in stores.,60
4793,Hadaki Hampton Tote,"When escaping the city for the coast, the Hamptons tote easily accommodates a weekend's worth of necessities. A big opening easily allows for interior access, and the bold exterior colors make sure this bag never gets left behind on the train or taxi.",60
4794,Clare V. Petit Alistair Croc Embossed Leather Circular Crossbody Bag - Black,Round out your handbag collection with a chic crossbody inspired by vintage hatbox luggage and fashioned from croc-embossed Italian calfskin. Style Name: Clare V. Petit Alistair Croc Embossed Leather Circular Crossbody Bag. Style Number: 5665710. Available in stores.,60
4795,Marc Jacobs The Grind Mini Colorblock Leather Tote - Black,"A scaled-smaller tote topped with slim handles and an optional, adjustable crossbody strap is made with dual interior compartments separated by an angled zip-pocket divider that makes the most of the space inside. Style Name: Marc Jacobs The Grind Mini Colorblock Leather Tote. Style Number: 5456284. Available in stores.",60
4796,mini 'Laura' tote,Green calf leather mini 'Laura' tote from Mark Cross.,60
4797,mini Antigona tote,"Black cotton and leather mini Antigona tote from Givenchy featuring round top handles, a detachable and adjustable shoulder strap, silver-tone hardware, a front logo plaque, a top zip closure, a full lining, an internal zipped pocket, an internal logo plaque and purse feet.",60
4798,Urban Originals Masterpiece Perforated Vegan Leather Hobo - Brown,"Constructed from soft vegan leather and detailed with perforated side panels, this slouchy tote is large enough to fit your favorite tablet or a 15"" laptop-and it also features a clever, removable second bag inside that doubles as a standalone crossbody. Style Name: Urban Originals Masterpiece Perforated Vegan Leather Hobo. Style Number: 5652354 1. Available in stores.",60
4799,Apex Small Bathurst tote,Geisha red leather Apex Small Bathurst tote from Anya Hindmarch.,60
4800,A.p.c. Cabas Axel Canvas & Leather Tote -,Smooth Spanish leather wraps the bottom of a signature tote crafted from durable canvas and branded with bold logo lettering. Style Name:A.p.c. Cabas Axel Canvas & Leather Tote. Style Number: 5632892. Available in stores.,60
4801,The Medium Banner in Leather and House Check,"Luxury British fashion house Burberry is renowned for its signature designs, as showcased by this tan beige The Medium Banner in Leather and House Check from Burberry featuring a detachable and adjustable shoulder strap, round top handles, a magnetic closure, an interior zipped compartment, an internal zipped pocket and an internal logo patch.",60
4802,Mcm Medium Liz Reversible Shopper -,"Part of MCM's signature Cognac Visetos collection, a striking Italian-crafted shopper reverses from a heritage logo print on one side to optic-effect, modified gingham checks on the other. Side drawstrings let you transform the silhouette from rectangular to trapezoidal, while a removable zip pouch can be worn as a wristlet, clutch or iPad case-making this chic, structured style as versatile as it is fashionable. Style Name: Mcm Medium Liz",60
4803,Mini Sun bag,Rose pink leather Mini Sun bag from MANSUR GAVRIEL.,60
4804,flap closure tote,Wooden brown leather flap closure tote from Zanellato.,60
4805,Jet Set large tote,"Timelessly elegant and surprisingly affordable, Michael Michael Kors collections capture the effortless, nonchalant finesse of the girl on the go. Crafted from textured brown leather with a logo monogram print, this chic carryall features two handy side pockets and an array of internal pockets secured with a top zip fastening. The sleek, understated silhouette is punctuated with discreet gold-tone hardware, a logo charm and a logo plaque to the front. Adjust the shoulder strap for a perfect fit.",60
4806,large 'Fulton' hobo tote,Admiral blue leather large 'Fulton' hobo tote from Michael Michael Kors.,60
4807,Urban Originals Crazy Love Vegan Leather Tote - Brown,"Lush trails of fringe drape across the front of a supple vegan-leather tote, offering statement-making boho style. Style Name: Urban Originals Crazy Love Vegan Leather Tote. Style Number: 5570809 2. Available in stores.",60
4808,T satchel,Black leather T satchel from Tory Burch.,60
4809,Valentino Garavani Rockstud tote,"Pink calf leather Valentino Garavani Rockstud tote from Valentino Garavani featuring top handles, a gold-tone buckle fastening, gold-tone Rockstud embellishments, a detachable and adjustable shoulder strap, an internal zipped pocket, an embossed internal logo stamp and a pebbled leather texture.",60
4810,Michael Michael Kors Medium Junie Woven Leather Tote - Blue,A two-tone chevron weave brings a bold graphical punch to a slightly structured tote topped with slim over-the-shoulder handles. Style Name: Michael Michael Kors Medium Junie Woven Leather Tote. Style Number: 5720774. Available in stores.,60
4811,Marc Jacobs The Tag 27 Leather Tote - Orange,A bag charm resembling a MARC JACOBS hangtag adds a playful flourish to a pebbled-leather tote with room for all your daily essentials. Two sets of handles-a shorter pair for handheld carry and a longer pair for over-the-shoulder styling-underscore the versatility of the polished look. Style Name: Marc Jacobs The Tag 27 Leather Tote. Style Number: 5698335 1. Available in stores.,60
4812,Kate Spade New York Medium Sam Nylon Satchel - Blue,"First introduced by kate spade in 1993, the beloved It-bag is back and true to the original down to the satiny nylon construction and fabric logo label. Modern updates include a detachable crossbody strap with jewelry-like hardware, interior pockets and protective metal feet to keep this cult classic pristine for years to come. Style Name: Kate Spade New York Medium Sam Nylon Satchel. Style Number: 5720149. Available in stores.",60
4813,'Alex Tromp L'Oeil' top handle bag,Black calf leather 'Alex Tromp L'Oeil' top handle bag from Les Petits Joueurs.,60
4814,Falabella tote,"Pink faux leather Falabella tote from Stella McCartney featuring top handles, a silver-tone chain trim, a silver-tone chain shoulder strap, a top snap closure, an internal patch pocket, an internal logo stamp and a logo printed lining.",60
4815,Medium Hex Bucket Bag,"Proenza Schouler's 'Hex' bag is a testament to why the brand in one of the leading innovators in the luxury womenswear. Showcasing an sleek spiral construction, this piece is crafted from white leather and detailed with contrasting black whipstitched trims and stitching. The open top style has plenty of room for essentials and a zipped pouch to keep smaller items in check.",60
4816,Botkier Highline Leather Tote - Black,"You need a tote that can handle your office, gym and after-hours essentials while still looking stylish-and this super-spacious bag is up for every task. Made from supple calfskin leather, the versatile look features over-the-shoulder handles and minimal detailing. Style Name: Botkier Highline Leather Tote. Style Number: 5763065. Available in stores.",60
4817,Dooney & Bourke St. Louis Cardinals Embossed Nylon Addison Tote,"This Dooney & Bourke Mlb Embossed Nylon Addison tote is a stylish complement to your busy lifestyle. This tote has rugged russet-colored leather trim, handles, and straps. It's made from a nylon fabric that features your favorite team's logo and colors.",60
4818,small 'Postina Cash Pura' tote,White calf leather small 'Postina Cash Pura' tote from Zanellato.,60
4819,Senreve Voya Pebbled Leather Tote - Blue,"Clean lines underscore the minimalist design of an elegant tote crafted in Italy from scratch- and water-resistant pebbled leather. With plenty of pockets to keep items organized and a removable laptop case, it's a versatile and sophisticated on-the-go essential. Style Name: Senreve Voya Pebbled Leather Tote. Style Number: 5462192. Available in stores.",60
4820,Valentino Garavani trapeze tote,"Beige calf leather Valentino Garavani trapeze tote from Valentino Garavani featuring round top handles, a detachable and adjustable shoulder strap, a gold-tone buckle fastening, a top zip fastening, an internal zipped pocket and an internal logo patch.",60
4821,Dooney & Bourke Alabama Crimson Tide Pebble Small Lexington Tote,"Designed to be your ideal go-to bag, this Dooney & Bourke Ncaa Pebble Small Lexington tote presents you with a classic silhouette that's stylish, but also functional enough to store everything in your busy, on-the-go life.",60
4822,'Rouge' tote,Chalk white leather 'Rouge' tote from Coach.,60
4823,large Falabella tote,"As always, Stella McCartney fashions contemporary offerings for the modern woman without eschewing the ethical ambitions that the brand was built on. Crafted in Italy from artificial leather, this large Falabella tote from Stella McCartney features top handles, a silver-tone chain trim, a silver-tone chain shoulder strap, an engraved logo charm, a top snap closure, an internal zipped pocket, an embossed internal logo stamp and a logo printed lining.",60
4824,Halo Pod tote bag,"Marni is a master of construction creating oversized cocoon coats, draped dresses and boxy signature bags. Beige calf leather Voile tote bag from Marni featuring an adjustable shoulder strap, an open top design, a bucket style, a main internal compartment and an internal zipped pocket.",60
4825,Mercado Global Dolores Tote - Blue,"Rich leather and swingy poms trim a smart, spacious canvas tote handmade in Guatemala by local artisan women. Style Name: Mercado Global Dolores Tote. Style Number: 5579761. Available in stores.",60
4826,Mansur Gavriel Oversize Lambskin Leather Tote -,"Sleek, simple and supremely versatile, this oversized Italian-leather tote is one you'll carry for years to come. A coated matte-patent lining-a label signature-provides a subtle play on textures, while a matching zippered pouch keeps small items organized and within easy reach. Style Name: Mansur Gavriel Oversize Lambskin Leather Tote. Style Number: 5755519. Available in stores.",60
4827,Chloe Vick Leather Tote - Beige,"Stunningly chic in its simplicity, a supple leather tote is accented with minimalist hardware and topped with slim over-the-shoulder handles. A tethered zip pouch helps keep small items visible within the spacious style's interior. Style Name: Chloe Vick Leather Tote. Style Number: 5730743 1. Available in stores.",60
4828,Urban Originals Love Affair Vegan Leather Tote - Beige,"A bold contrast inset adds sophisticated polish to a roomy water-resistant tote topped with gleaming ring handles and an optional, adjustable strap. Style Name: Urban Originals Love Affair Vegan Leather Tote. Style Number: 5652352. Available in stores.",60
4829,mini Falabella tote,"You wouldn't leave your house for the day without your mobile phone or keys, so why opt-out of carrying this fabulous bag? Step out with this glamorous grey mini Falabella tote from Stella McCartney that is the perfect companion as you busy about town. Trust us, this one's in the bag. Featuring top handles, a silver-tone chain trim, a silver-tone chain shoulder strap, a top snap closure, an internal patch pocket, an embossed internal logo stamp, a logo printed lining and a silver-tone logo plaque. POSITIVELY CONSCIOUS: We鈥檝e joined forces with ethical agency Good On You to give you the power to choose positively. This piece is from a brand that scores well on their key criteria.",60
4830,giant stickers tote,Blue leather giant stickers tote from Anya Hindmarch.,60
4831,'Polycube' tote,Black and white 'Polycube' tote from Pierre Hardy.,60
4832,geometric pattern tote,Red geometric pattern tote from Bao Bao Issey Miyake.,60
4833,Sole Society Lyndi Faux Leather Tote - Pink,Faux leather in an irresistible blush-pink hue shapes a polished tote that will take you from the office straight through the weekend in style. Style Name: Sole Society Lyndi Faux Leather Tote. Style Number: 5741104. Available in stores.,60
4834,'Falabella' tote,"Navy blue artificial leather 'Falabella' tote from Stella McCartney featuring a gold-tone chain trim, a chain shoulder strap, top handles and an internal zipped pocket.",60
4835,Botkier Highline Leather Tote - Grey,"You need a tote that can handle your office, gym and after-hours essentials while still looking stylish-and this super-spacious bag is up for every task. Made from supple calfskin leather, the versatile look features over-the-shoulder handles and minimal detailing. Style Name: Botkier Highline Leather Tote. Style Number: 5763065. Available in stores.",60
4836,fringed tote,Red leather fringed tote from Altuzarra.,60
4837,Gucci Nymphaea leather top handle bag,"A medium structured leather top handle bag with bamboo handle featuring cream pearl details, referencing Greek and Latin myths surrounding the pearl and water lily-an aquatic plant part of the Nymphaea genus. Made in incredibly soft leather with a natural shine and supple appearance. Black leather. Gold toned hardware. Interior zip and smartphone pockets. Double bamboo handles with pearls and 3"""" drop. Detachable shoulder strap with 17"""" drop. Medium size: 13""""W x 10.5""""H x 5""""D. Microfiber lining with a suede-like finish. Made in Italy.",60
4838,Sommet medium tote,"Founded by a Swiss businessman Carl Franz Bally in 1851, eponymous label Bally adheres to an ethos that considers design, materials and practicality as major components to each collection. Combining a clean silhouette with sophisticated detailing and luxurious craftsmanship, this Sommet tote features expandable sides to create extra room when needed. Faultlessly constructed in Italy from supple black leather, it boasts round top handles, an open top design and a fully lined interior with a zipped pocket and a slip pocket for small essentials. Beautifully simple and with minimal detailing save for the label鈥檚 embossed logo, this edgy tote is just the ticket to finish any ensemble with flair.",60
4839,Helen Kaminski Medium Woven Raffia Market Basket -,"It may be called a market basket, but we know this chic look is also a beach, park, weekend and window-shopping bag. Style Name: Helen Kaminski Medium Woven Raffia Market Basket. Style Number: 5715223. Available in stores.",60
4840,Oad New York Tall Carryall Pebbled Leather Tote - Beige,"Minimalist styling and gleaming hardware bring metropolitan-chic versatility to this spacious pebbled-leather tote sized to accommodate daily essentials. A removable zip-top pouch helps keep small items organized and doubles as a standby clutch or wallet, while an optional crossbody strap provides hands-free carrying convenience. Style Name: Oad New York Tall Carryall Pebbled Leather Tote. Style Number: 5669699. Available in stores.",60
4841,Sicily tote bag,"Dolce & Gabbana's signature Sicily tote is updated in a powder blue colourway for Spring Summer 2018, perfect for carrying all your essentials with a pop of colour. Crafted from luxury Italian calf leather, this Sicily tote features a colour block and studded top handle, a foldover top with magnetic closure, a front gold-tone logo plaque, a leopard print lining, an internal zipped pocket, an internal mirror, and interior card slot, an internal logo plaque and a detachable and adjustable shoulder strap.",60
4842,Sicily large tote,"Dolce & Gabbana's signature Sicily tote is a perfect choice for everyday use with feminine elegance. Crafted in Italy from luxury pebbled calf leather, this Sicily tote is updated in a rose pink for Autumn Winter 2018 and features a round top handle, a foldover top with snap closure, an internal zipped pocket, an interior card slot, an internal compact mirror, an internal phone compartment, an internal logo plaque, a gold-tone logo plaque to the front and a detachable and adjustable shoulder strap.",60
4843,medium Pandora tote,"The iconic Pandora tote is at once modern, smart and functional, but of course is never without an element of sigtanture Givenchy edge. This season, the must-have style is reimagined in a versatile grey sheepskin that's sure to go with any and every outfit. It comes with both a detachable shoulder strap for over-the-shoulder ease and a round top handle so you can wear how you wish. Perfect for housing your everyday essentials or even a weekend away, this medium-sized version from Givenchy features a front zip pocket, a front logo plaque and a top zip fastening.",60
4844,shopper tote,Nude calf leather shopper tote from Mars猫ll.,60
4845,Topshop Finley Reversible Faux Fur Tote Bag - Yellow,"This plush, reversible tote lets you change up your look while remaining perfectly chic. Style Name: Topshop Finley Reversible Faux Fur Tote Bag. Style Number: 5776678. Available in stores.",60
4846,crocodile embossed Sac Du Jour tote,"With a legacy built on luxurious hedonism, Parisian fashion house Saint Laurent exudes the seditious spirit of the times through classic tailored silhouettes and leatherwares. Redrafting the iconic Sac de Jour bag in crocodile embossed leather, this rectangular tote silhouette is topped with two round leather handles, a luggage tag and a slim adjustable leather shoulder strap. The open-top design features accordion sides and a spacious main internal compartment, finished with a brand stamp.",60
4847,sequin embellished tote,Black leather sequin embellished tote from Vanessa Bruno.,60
4848,Lucia tote,"Dolce & Gabbana鈥檚 luxurious accessories are exquisitely crafted in Italy using the finest artisan techniques. Roomy and functional, this chic pink leather Lucia tote from Dolce & Gabbana is a stylish staple. Featuring a foldover top with a flip-lock closure, an interior zipped compartment, an internal zipped pocket and a handy internal compact mirror, this Lucia tote with its top handle can be carried in the hand or with its practical, detachable and adjustable longer strap, can be carried over the shoulder.",60
4849,Trademark Small Leather Bucket Bag -,"A basket-shaped profile brings ample storage and a touch of charm to a smooth leather tote styled simply with a flat base and a signature quadrant of studs. A slender shoulder strap offers hands-free carrying convenience or tucks discreetly inside the bag, while an optional snap-in fabric lining ties loosely at the top. Style Name: Trademark Small Leather Bucket Bag. Style Number: 5589799. Available in stores.",60
4850,Metropolitan bag,Black leather Metropolitan bag from MANSUR GAVRIEL.,60
4851,chain strap bucket tote,"Black calf leather chain strap bucket tote from Marni featuring gold-tone hardware, a press stud fastening and concealed top handles.",60
4852,Sole Society Marah Tote -,Bold hardware anchors the straps of a super-roomy tote designed to keep a world of essentials organized and at hand for a day or a whole weekend. Style Name: Sole Society Marah Tote. Style Number: 5741132 2. Available in stores.,60
4853,'Capriccio' medium tote,Sabbia nude leather 'Capriccio' medium tote from Furla.,60
4854,DG Family Sicily tote,"Dolce & Gabbana鈥檚 signature Sicily shoulder bag pays tribute to the beauty of the Italian duo鈥檚 native Sicily. Exquisitely crafted in the finest materials, the Sicily shoulder bag is a timeless classic. In red calf leather this DG Family version features a top handle, a foldover top with magnetic closure, an internal zipped pocket, an internal logo plaque, an internal compact mirror, a leopard print lining and a detachable and adjustable shoulder strap. It has been finished with a signature multicoloured Designer's patch appliqu茅 detailing to the front and a signature multicoloured #DG family patch appliqu茅 detailing with rhinestone embellishments to the back.",60
4855,Longchamp Roseau Leather Tote - Ivory,"A sleek bamboo-shaped metal toggle secures the open top of a crosshatch-textured leather tote with a roomy, structured silhouette. Style Name: Longchamp Roseau Leather Tote. Style Number: 5739315 1. Available in stores.",60
4856,Lucia tote,"Dolce & Gabbana鈥檚 luxurious accessories are exquisitely crafted in Italy using the finest artisan techniques. Roomy and functional, this chic black leather Lucia tote from Dolce & Gabbana is a stylish staple. Featuring a foldover top with a gold-tone flip-lock closure, an interior zipped compartment, an internal zipped pocket and a handy internal compact mirror, this Lucia tote with its top handle can be carried in the hand or with its practical, detachable and adjustable longer strap, can be carried over the shoulder.",60
4857,detachable strap tote,Black calf leather detachable strap tote from Sophie Hulme.,60
4858,Botkier Highline Leather Tote -,"You need a tote that can handle your office, gym and after-hours essentials while still looking stylish-and this super-spacious bag is up for every task. Made from supple calfskin leather, the versatile look features over-the-shoulder handles and minimal detailing. Style Name: Botkier Highline Leather Tote. Style Number: 5763065. Available in stores.",60
4859,large Sicily Tote,"Multicolored snake skin large Sicily Tote from Dolce & Gabbana featuring a front logo plaque, silver-tone hardware, a top handle, a detachable and adjustable shoulder strap, a foldover top with magnetic closure, an internal zipped pocket, an internal phone compartment, an internal mirror and an internal logo plaque. Please note that this item cannot be shipped outside the U.S..",60
4860,'Tulip' tote,"Grey and black leather 'Tulip' tote from Marni featuring a gold-tone top zip fastening, round top handles, a detachable and adjustable shoulder strap, an internal logo patch, an internal patch pocket and a back embossed logo stamp.",60
4861,Urban Originals Heartbreaker Vegan Leather Tote - Grey,"Rolled top handles and an optional, adjustable strap offer convenient carrying options on a roomy vegan-leather tote stabilized by a snap-tab bridge detail inside. Style Name: Urban Originals Heartbreaker Vegan Leather Tote. Style Number: 5525581. Available in stores.",60
4862,detachable strap hobo,Navy blue leather detachable strap hobo from Coach.,60
4863,Leather Tote,"Black Leather Tote from Troubadour featuring top handles, an open top design, internal zipped pockets and an unlined interior. TroubadourCares is included with every purchase. This complimentary programme is designed to ensure your Troubadour product ages beautifully. On the first anniversary of your product purchase, a member of our team will contact you with details of how we can help with any repairs and reconditioning. Please note, every Troubadour product comes with a five-year guarantee against any manufacturing fault. Their commitment to exceptional quality and craftsmanship extends to the guarantee and repair service.",60
4864,Under Armour Women's Cinch Printed Tote,"A cinch closure gives you quicker access to essentials in this Under Armour tote, a roomy bag perfect for a quick trip to the gym or leisurely day at the beach.",60
4865,Longchamp 'Le Pliage' Overnighter - Burgundy,Embossed leather handles and snap closure top a roomy nylon shopper that folds up for easy storage. Style Name: Longchamp 'Le Pliage' Overnighter. Style Number: 226453. Available in stores.,60
4866,small Sac de Jour tote,"Saint Laurent鈥檚 coveted Sac de Jour tote is presented for the new season in cream crocodile embossed leather. Made in Italy to the house鈥檚 exacting standards, it features two rounded top handles, a detachable and adjustable shoulder strap and a central embossed logo stamp. The open top design reveals a spacious inner, which comes complete with a Saint Laurent embossed logo stamp and features accordion pleats and compression side tabs. Heavily influenced by the label鈥檚 original and iconic Sac de Jour tote, this charming version is presented in the label鈥檚 small size.",60
4867,Longchamp Le Pliage Club Medium Shoulder Tote - Brown,Contrast logo embroidery refreshes a sleek tote that's sized just right for everyday use. Style Name: Longchamp Le Pliage Club Medium Shoulder Tote. Style Number: 5621074. Available in stores.,60
4868,Under Armour Favorite Tote Bag,"A cinch closure gives you quicker access to essentials in this Under Armour Favorite tote, a roomy bag perfect for a quick trip to the gym or leisurely day at the beach.",60
4869,Dooney & Bourke Seattle Seahawks Doodle Wren Zip Tote,This Dooney & Bourke Nfl Doodle Wren Zip tote lets you manage all your everyday necessities while looking fabulous and representing your favorite team.,60
4870,Ted Baker London Jjesica Leather Shopper - Black,A neat bow centered with logo-etched hardware adds a signature flourish to a structured shopped crafted from richly grained leather. A coordinating magnetic snap pouch organizes small items and can double as a chic clutch. Style Name: Ted Baker London Jjesica Leather Shopper. Style Number: 5740893. Available in stores.,60
4871,Longchamp Le Pliage Club Tote - Red,Contrast logo embroidery adds extra finesse to this sleek shoulder tote. Style Name: Longchamp Le Pliage Club Tote. Style Number: 5621073. Available in stores.,60
4872,canvas tote,Light-grey linen canvas tote from Vanessa Bruno.,60
4873,Mercer tote,White leather Mercer tote from Michael Michael Kors.,60
4874,mesh shopping bag,"On-the-ball as ever with producing must-have bags, Givenchy's latest offering is a black leather trim mesh shopping bag with metal basket handles. As if that isn't chic enough in itself, the stand-out orange crocodile embossed interior pocket can be slipped out and used on its own as a small top-handle bag. Wear with a simple outfit and statement jewellery to channel the Parisian Givenchy essence in true form.",60
4875,The Medium Banner in Leather and House Check,"A quintessentially British spirit pervaded the Burberry AW18 collection, which saw classic cuts are sartorial silhouettes parade down the runway. This Medium Banner in Leather and House Check from Burberry features round top handles, a detachable and adjustable shoulder strap, a snap button closure, an interior zipped compartment, an internal zipped pocket, an internal logo patch and purse feet.",60
4876,Mcm Medium Anya Tote - Pink,"A stylish solution on days when you have a lot to handle: a spacious top-zip tote features a slim bag clipped to its top handles so you can keep small essentials close at hand. Perfect for traveling, you can detach the small bag and carry it when you're touring around town. Style Name: Mcm Medium Anya Tote. Style Number: 5275571. Available in stores.",60
4877,'Cachemire' tote bag,Black leather 'Cachemire' tote bag from Zanellato.,60
4878,The Medium Banner in Leather and House Check,Black cotton The Medium Banner in Leather and House Check from Burberry.,60
4879,'Recruit' E/W tote,"Mixing the everyday with the extraordinary, Marc Jacobs started his illustrious fashion label in 1984. With the ability to transcend trends and push boundaries; Marc Jacobs creates pieces infused with the designer鈥檚 predictable unpredictability. This Recruit E/W tote is crafted from pebbled leather and features a front centre logo stamp, a front zip pocket, a gold-tone logo plaque, gold-tone hardware, a snap adjustable closure, round top handles, a detachable and adjustable shoulder strap, an open top design, front and back top zip compartments, internal slip pockets, lined and purse feet.",60
4880,Chelsea hobo,Navy blue calf leather Chelsea hobo from Coach.,60
4881,Brahmin Melbourne - Adina Croc Embossed Leather Satchel - Grey,"Pleated detailing and gleaming side zippers bring standout style to a structured satchel crafted from glazed croc-embossed leather. Slim, adjustable handles, a spacious interior and an array of handy pockets make this bag as user-friendly as it is fashionable. Style Name: Brahmin Melbourne - Adina Croc Embossed Leather Satchel. Style Number: 5454661. Available in stores.",60
4882,'Twist East West' studded tote,"This sleek and practical leather Twist East West tote from Jimmy Choo sports a dual finish - one side smooth and the other pebbled. Featuring round top handles, a hanging leather tag, a roomy main compartment, a raw construction held together by rounded stud embellishments at the sides and a nifty internal zipped pocket that can be detached via a snap button fastening and used as a simple pouch. This functional Twist East West tote is finished silver-tone star stud detailing.",60
4883,foldover structured tote,Pink leather and calf leather foldover structured tote from Valextra.,60
4884,Helen Kaminski Large Woven Raffia Market Basket -,"It may be called a market basket, but we know this chic look is also a beach, park, weekend and window-shopping bag. Style Name: Helen Kaminski Large Woven Raffia Market Basket. Style Number: 5715227. Available in stores.",60
4885,Marc Jacobs Redux Grunge East/west Tote - Red,"A bold wallpaper botanical print-one of the iconic grunge motifs-amplifies the throwback appeal of a glossy carryall emblazoned with logo graphics. Part of the Redux Grunge Collection, a reissue of styles and looks that made their haute-couture debut during Marc Jacobs' daring and infamous introduction of grunge to the catwalk in 1993. Style Name: Marc Jacobs Redux Grunge East/west Tote. Style Number: 5708458. Available in stores.",60
4886,convertible folding shopper tote,"The Marni vision is all about individuality and Consuelo Castiglioni has built a reputation on her unique flair for mixing prints and shapes. Think unexpected hidden details including drawstring ribbon fastenings, asymmetric flared silhouettes and sculptural sleeves. This green leather convertible folding shopper tote from Marni features an all around zip fastening, a front zip pocket, silver-tone hardware, an internal logo patch and top handles.",60
4887,medium Pashli satchel,"3.1 Phillip Lim revamps the signature Pashli satchel in textured black leather. The Pashli satchel features expandable zipper gussets which fan-open and make it extra roomy. This bag comes with round top handles to carry by hand as well as a detachable and adjustable shoulder, a practical alternative for a busy city life. Simply pinch open the push-lock closure and place in all your daily essentials.",60
4888,Sole Society 'Oversize Millie' Tote - Beige,A bold print enlivens a roomy textile tote with a slouchy silhouette that makes it perfect for packing full of your everyday essentials. Faux-leather handles and swingy tassels add a refined finish to the beachy vibe. Style Name: Sole Society 'Oversize Millie' Tote. Style Number: 746797 7. Available in stores.,60
4889,Dooney & Bourke Seattle Seahawks Embossed Nylon Addison Tote,"The Embossed Nylon Addison Tote is a great compliment to your busy lifestyle. This tote features rugged russet colored leather for the trim, and convenient handles and straps for carrying. This tote also features corresponding team logos and colors, so you can look good while showing off your favorite team.",60
4890,Urban Originals Women's Intentional Tote,The Intentional tote by Urban Originals is lovely spacious tote made from soft vegan leather. It is an ideal bag that can carry more than your average daily essentials with ease.,60
4891,Vooray Alana Duffle Bag - Black,"With four exterior pockets and more inside, this neoprene duffle has plenty of room to organize everything you need for your workout and the day afterward. Style Name: Vooray Alana Duffle Bag. Style Number: 5704753. Available in stores.",60
4892,Fendi Logo Leather Shopper -,"The new Fendi logo adds to the sleek, polished look of a streamlined shopper with a lightly structured silhouette. Style Name: Fendi Logo Leather Shopper. Style Number: 5482890. Available in stores.",60
4893,3Jours tote,"Established back in 1925, Italian fashion house Fendi, now with Karl Lagerfeld at its creative helm, never ceases to amaze the world with its style, elegance and impeccable sense of the 'right now'. This multicoloured leather 3Jours tote features top handles, a shoulder strap, a hanging luggage tag, a concealed zip fastening and an interior zipped compartment.",60
